字號,字,韻部,韻母
7923,婧,耕,əŋ
7926,旌,耕,əŋ
7931,盈,耕,əŋ
7932,嬴,耕,əŋ
7934,瀛,耕,əŋ
7935,籝,耕,əŋ
7936,楹,耕,əŋ
7937,贏,耕,əŋ
7943,營,耕,əŋ
7944,鎣,耕,əŋ
7945,塋,耕,əŋ
7946,䁝,耕,əŋ
7948,謍,耕,əŋ
7949,嬰,耕,əŋ
7951,纓,耕,əŋ
7952,攖,耕,əŋ
7953,𨟙,耕,əŋ
7954,賏,耕,əŋ
7956,貞,耕,əŋ
7957,楨,耕,əŋ
7958,禎,耕,əŋ
7960,湞,耕,əŋ
7961,𨺟,耕,əŋ
7962,檉,耕,əŋ
7964,赬,耕,əŋ
7965,䞓,耕,əŋ
7967,竀,耕,əŋ
7970,成,耕,əŋ
7972,城,耕,əŋ
7973,誠,耕,əŋ
7975,郕,耕,əŋ
7977,盛,耕,əŋ
7980,呈,耕,əŋ
7981,程,耕,əŋ
7982,酲,耕,əŋ
7986,裎,耕,əŋ
7987,聲,耕,əŋ
7988,征,耕,əŋ
7989,𨒌,耕,əŋ
7993,鉦,耕,əŋ
7995,正,耕,əŋ
7997,䋊,耕,əŋ
8001,輕,耕,əŋ
8003,鑋,耕,əŋ
8004,名,耕,əŋ
8007,令,耕,əŋ
8008,并,耕,əŋ
8009,栟,耕,əŋ
8011,屏,耕,əŋ
8012,傾,耕,əŋ
8013,頃,耕,əŋ
8015,縈,耕,əŋ
8016,褮,耕,əŋ
8017,嫈,耕,əŋ
8020,瓊,耕,əŋ
8022,煢,耕,əŋ
8024,瞏,耕,əŋ
8027,藑,耕,əŋ
8030,赹,耕,əŋ
8031,憌,耕,əŋ
8034,𦾵,耕,əŋ
8035,𨍶,耕,əŋ
8041,頸,耕,əŋ
8042,𩷏,耕,əŋ
8046,青,耕,əŋ
8047,鶄,耕,əŋ
8049,蜻,耕,əŋ
8051,經,耕,əŋ
8052,涇,耕,əŋ
8053,鵛,耕,əŋ
8054,巠,耕,əŋ
8055,㓝,耕,əŋ
8056,刑,耕,əŋ
8057,形,耕,əŋ
8058,邢,耕,əŋ
8059,𤬐,耕,əŋ
8061,桯,耕,əŋ
8062,鉶,耕,əŋ
8063,型,耕,əŋ
8064,陘,耕,əŋ
8066,硎,耕,əŋ
8067,娙,耕,əŋ
8068,鈃,耕,əŋ
8071,鋞,耕,əŋ
8072,庭,耕,əŋ
8074,鼮,耕,əŋ
8075,莛,耕,əŋ
8077,筳,耕,əŋ
8078,亭,耕,əŋ
8080,霆,耕,əŋ
8083,綎,耕,əŋ
8084,娗,耕,əŋ
8086,𧖧,耕,əŋ
8087,挺,耕,əŋ
8089,蜓,耕,əŋ
8090,廷,耕,əŋ
8093,丁,耕,əŋ
8094,釘,耕,əŋ
8095,玎,耕,əŋ
8096,䦺,耕,əŋ
8097,靪,耕,əŋ
8101,馨,耕,əŋ
8102,𠷓,耕,əŋ
8103,蛵,耕,əŋ
8104,星,耕,əŋ
8106,腥,耕,əŋ
8107,胜,耕,əŋ
8108,鮏,耕,əŋ
8114,猩,耕,əŋ
8117,俜,耕,əŋ
8118,甹,耕,əŋ
8119,𢖊,耕,əŋ
8120,艵,耕,əŋ
8122,姘,耕,əŋ
8124,靈,耕,əŋ
8130,麢,耕,əŋ
8132,囹,耕,əŋ
8135,蛉,耕,əŋ
8136,鈴,耕,əŋ
8137,霝,耕,əŋ
8139,苓,耕,əŋ
8140,櫺,耕,əŋ
8141,柃,耕,əŋ
8143,伶,耕,əŋ
8144,泠,耕,əŋ
8145,瓴,耕,əŋ
8146,𧕅,耕,əŋ
8152,玲,耕,əŋ
8153,𦉢,耕,əŋ
8154,𩖊,耕,əŋ
8156,聆,耕,əŋ
8159,蘦,耕,əŋ
8160,軨,耕,əŋ
8162,笭,耕,əŋ
8163,零,耕,əŋ
8164,孁,耕,əŋ
8165,令,耕,əŋ
8170,龗,耕,əŋ
8180,酃,耕,əŋ
8189,冷,耕,əŋ
8201,魿,耕,əŋ
8211,寧,耕,əŋ
8212,寍,耕,əŋ
8217,𧕝,耕,əŋ
8220,汀,耕,əŋ
8221,訂,耕,əŋ
8222,桯,耕,əŋ
8223,綎,耕,əŋ
8224,聽,耕,əŋ
8226,町,耕,əŋ
8227,艼,耕,əŋ
8231,䋼,耕,əŋ
8234,冥,耕,əŋ
8234,冥,錫,ək
8237,鄍,耕,əŋ
8238,溟,耕,əŋ
8240,螟,耕,əŋ
8243,蓂,耕,əŋ
8244,瞑,耕,əŋ
8246,嫇,耕,əŋ
8247,覭,耕,əŋ
8249,瓶,耕,əŋ
8250,缾,耕,əŋ
8251,蛢,耕,əŋ
8252,䶄,耕,əŋ
8253,屏,耕,əŋ
8254,荓,耕,əŋ
8256,軿,耕,əŋ
8257,萍,耕,əŋ
8258,蓱,耕,əŋ
8260,郱,耕,əŋ
8261,𤳊,耕,əŋ
8264,熒,耕,əŋ
8265,褮,耕,əŋ
8267,滎,耕,əŋ
8268,䁝,耕,əŋ
8270,扃,耕,əŋ
8271,駉,耕,əŋ
8273,坰,耕,əŋ
8274,冋,耕,əŋ
8276,絅,耕,əŋ
8278,蒸,蒸,ɔɪŋ
8280,烝,蒸,ɔɪŋ
8284,脀,蒸,ɔɪŋ
8285,承,蒸,ɔɪŋ
8286,丞,蒸,ɔɪŋ
8287,𨋬,蒸,ɔɪŋ
8288,澂,蒸,ɔɪŋ
8291,憕,蒸,ɔɪŋ
8292,懲,蒸,ɔɪŋ
8293,陵,蒸,ɔɪŋ
8294,淩,蒸,ɔɪŋ
8295,夌,蒸,ɔɪŋ
8296,綾,蒸,ɔɪŋ
8297,凌,蒸,ɔɪŋ
8298,𠗲,蒸,ɔɪŋ
8301,䔖,蒸,ɔɪŋ
8306,𡕮,蒸,ɔɪŋ
8308,掕,蒸,ɔɪŋ
8311,膺,蒸,ɔɪŋ
8312,應,蒸,ɔɪŋ
8314,鷹,蒸,ɔɪŋ
8315,凭,蒸,ɔɪŋ
8316,馮,蒸,ɔɪŋ
8320,冫,蒸,ɔɪŋ
8321,冰,蒸,ɔɪŋ
8322,掤,蒸,ɔɪŋ
8323,蠅,蒸,ɔɪŋ
8324,繩,蒸,ɔɪŋ
8325,譝,蒸,ɔɪŋ
8327,鱦,蒸,ɔɪŋ
8328,乘,蒸,ɔɪŋ
8331,澠,蒸,ɔɪŋ
8333,塍,蒸,ɔɪŋ
8335,騬,蒸,ɔɪŋ
8336,升,蒸,ɔɪŋ
8339,勝,蒸,ɔɪŋ
8341,仍,蒸,ɔɪŋ
8342,艿,蒸,ɔɪŋ
8343,䚮,蒸,ɔɪŋ
8346,扔,蒸,ɔɪŋ
8347,㭁,蒸,ɔɪŋ
8348,陾,蒸,ɔɪŋ
8349,兢,蒸,ɔɪŋ
8351,徵,蒸,ɔɪŋ
8355,繒,蒸,ɔɪŋ
8356,鄫,蒸,ɔɪŋ
8357,驓,蒸,ɔɪŋ
8359,竲,蒸,ɔɪŋ
8361,凝,蒸,ɔɪŋ
8362,興,蒸,ɔɪŋ
8363,嬹,蒸,ɔɪŋ
8364,𨞾,蒸,ɔɪŋ
8365,稱,蒸,ɔɪŋ
8366,爯,蒸,ɔɪŋ
8367,偁,蒸,ɔɪŋ
8377,登,蒸,ɔɪŋ
8378,璒,蒸,ɔɪŋ
8380,簦,蒸,ɔɪŋ
8386,棱,蒸,ɔɪŋ
8394,崩,蒸,ɔɪŋ
8395,增,蒸,ɔɪŋ
8396,憎,蒸,ɔɪŋ
8398,曾,蒸,ɔɪŋ
8399,矰,蒸,ɔɪŋ
8400,罾,蒸,ɔɪŋ
8401,熷,蒸,ɔɪŋ
8405,譄,蒸,ɔɪŋ
8407,瞢,蒸,ɔɪŋ
8411,層,蒸,ɔɪŋ
8412,曾,蒸,ɔɪŋ
8414,朋,蒸,ɔɪŋ
8415,堋,蒸,ɔɪŋ
8417,棚,蒸,ɔɪŋ
8418,倗,蒸,ɔɪŋ
8420,弘,蒸,ɔɪŋ
8421,鞃,蒸,ɔɪŋ
8423,肱,蒸,ɔɪŋ
8425,薨,蒸,ɔɪŋ
8426,𠐿,蒸,ɔɪŋ
8430,能,蒸,ɔɪŋ
8431,騰,蒸,ɔɪŋ
8432,滕,蒸,ɔɪŋ
8433,縢,蒸,ɔɪŋ
8435,螣,蒸,ɔɪŋ
8437,謄,蒸,ɔɪŋ
8438,𧈜,蒸,ɔɪŋ
8443,恆,蒸,ɔɪŋ
8446,揯,蒸,ɔɪŋ
8447,緪,蒸,ɔɪŋ
8453,漰,蒸,ɔɪŋ
8454,堋,蒸,ɔɪŋ
8455,尤,之,ɔɪ
8459,肬,之,ɔɪ
8461,沋,之,ɔɪ
8462,郵,之,ɔɪ
8463,訧,之,ɔɪ
8464,憂,幽,ɔ
8465,優,幽,ɔ
8466,瀀,幽,ɔ
8468,麀,幽,ɔ
8470,櫌,幽,ɔ
8471,鄾,幽,ɔ
8472,𢆶,幽,ɔ
8473,怮,幽,ɔ
8474,嚘,幽,ɔ
8481,劉,幽,ɔ
8482,留,幽,ɔ
8486,鶹,幽,ɔ
8487,騮,幽,ɔ
8491,流,幽,ɔ
8493,飂,幽,ɔ
8495,瘤,幽,ɔ
8497,瑬,幽,ɔ
8500,𪕚,幽,ɔ
8502,䉧,幽,ɔ
8504,瀏,幽,ɔ
8513,䰘,幽,ɔ
8515,餾,幽,ɔ
8524,鏐,幽,ɔ
8525,秋,幽,ɔ
8528,緧,幽,ɔ
8531,湫,幽,ɔ
8532,鶖,幽,ɔ
8534,楸,幽,ɔ
8535,萩,幽,ɔ
8540,篍,幽,ɔ
8541,趥,幽,ɔ
8543,猶,幽,ɔ
8544,悠,幽,ɔ
8545,油,幽,ɔ
8546,由,幽,ɔ
8547,攸,幽,ɔ
8548,蕕,幽,ɔ
8550,𠧴,幽,ɔ
8554,輶,幽,ɔ
8560,楢,幽,ɔ
8563,游,幽,ɔ
8566,卣,幽,ɔ
8569,䱔,幽,ɔ
8572,舀,幽,ɔ
8588,牛,之,ɔɪ
8589,遒,幽,ɔ
8593,啾,幽,ɔ
8594,逎,幽,ɔ
8597,揫,幽,ɔ
8598,湫,幽,ɔ
8601,酋,幽,ɔ
8603,遒,幽,ɔ
8609,𧤕,幽,ɔ
8611,脩,幽,ɔ
8612,修,幽,ɔ
8613,羞,幽,ɔ
8618,抽,幽,ɔ
8620,㨨,幽,ɔ
8621,婤,幽,ɔ
8623,惆,幽,ɔ
8624,瘳,幽,ɔ
8625,妯,幽,ɔ
8630,犨,幽,ɔ
8631,周,幽,ɔ
8632,州,幽,ɔ
8634,輖,幽,ɔ
8637,喌,幽,ɔ
8638,舟,幽,ɔ
8640,婤,幽,ɔ
8641,讎,幽,ɔ
8642,𣫐,幽,ɔ
8643,𣀘,幽,ɔ
8645,酬,幽,ɔ
8646,醻,幽,ɔ
8647,詶,幽,ɔ
8648,雔,幽,ɔ
8650,𨞪,幽,ɔ
8652,柔,幽,ɔ
8653,鍒,幽,ɔ
8654,㽥,幽,ɔ
8656,蝚,幽,ɔ
8657,蹂,幽,ɔ
8659,鞣,幽,ɔ
8662,腬,幽,ɔ
8667,䐓,幽,ɔ
8668,收,幽,ɔ
8669,丘,之,ɔɪ
8673,邱,之,ɔɪ
8674,訄,幽,ɔ
8678,衃,之,ɔɪ
8679,肧,之,ɔɪ
8681,醅,之,ɔɪ
8682,鳩,幽,ɔ
8685,朻,幽,ɔ
8689,丩,幽,ɔ
8690,龜,之,ɔɪ
8691,勼,幽,ɔ
8692,不,之,ɔɪ
8694,紑,之,ɔɪ
8698,搜,幽,ɔ
8701,𣸈,幽,ɔ
8704,蒐,幽,ɔ
8708,𨜛,幽,ɔ
8721,鄒,侯,ɒ
8723,郰,侯,ɒ
8724,騶,侯,ɒ
8725,齱,侯,ɒ
8726,陬,侯,ɒ
8730,菆,侯,ɒ
8731,棷,侯,ɒ
8734,黀,侯,ɒ
8736,愁,幽,ɔ
8737,㵞,幽,ɔ
8738,休,幽,ɔ
8739,貅,幽,ɔ
8742,𩢮,幽,ɔ
8745,脙,幽,ɔ
8748,䰍,幽,ɔ
8751,囚,幽,ɔ
8753,汓,幽,ɔ
8754,苬,幽,ɔ
8755,慒,幽,ɔ
8760,幬,幽,ɔ
8762,裯,幽,ɔ
8764,疇,幽,ɔ
8765,紬,幽,ɔ
8766,綢,幽,ɔ
8767,稠,幽,ɔ
8770,鯈,幽,ɔ
8771,籌,幽,ɔ
8775,椆,幽,ɔ
8785,輈,幽,ɔ
8786,盩,幽,ɔ
8787,啁,幽,ɔ
8788,譸,幽,ɔ
8789,侜,幽,ɔ
8791,調,幽,ɔ
8797,裘,之,ɔɪ
8798,仇,幽,ɔ
8799,叴,幽,ɔ
8801,求,幽,ɔ
8805,𧒔,幽,ɔ
8806,逑,幽,ɔ
8807,球,幽,ɔ
8808,璆,幽,ɔ
8809,艽,幽,ɔ
8810,鼽,幽,ɔ
8811,莍,幽,ɔ
8812,䣇,幽,ɔ
8813,賕,幽,ɔ
8815,梂,幽,ɔ
8818,俅,幽,ɔ
8835,捄,幽,ɔ
8836,肍,幽,ɔ
8839,訄,幽,ɔ
8840,浮,幽,ɔ
8842,桴,幽,ɔ
8843,枹,幽,ɔ
8845,罦,幽,ɔ
8846,䍖,幽,ɔ
8852,涪,之,ɔɪ
8853,芣,之,ɔɪ
8854,蜉,幽,ɔ
8855,烰,幽,ɔ
8860,棓,之,ɔɪ
8861,掊,之,ɔɪ
8862,䍌,之,ɔɪ
8864,謀,之,ɔɪ
8867,眸,幽,ɔ
8868,牟,幽,ɔ
8869,侔,幽,ɔ
8870,矛,0,0
8870,矛,幽,ɔ
8872,鍪,幽,ɔ
8874,麰,幽,ɔ
8880,蟊,幽,ɔ
8881,鷚,幽,ɔ
8886,蛑,幽,ɔ
8887,繆,幽,ɔ
8890,矦,侯,ɒ
8893,鄇,侯,ɒ
8895,鍭,侯,ɒ
8897,猴,侯,ɒ
8899,翭,侯,ɒ
8901,餱,侯,ɒ
8902,喉,侯,ɒ
8904,鯸,侯,ɒ
8913,謳,侯,ɒ
8915,歐,侯,ɒ
8916,甌,侯,ɒ
8917,區,侯,ɒ
8918,漚,侯,ɒ
8919,鷗,侯,ɒ
8923,蓲,侯,ɒ
8924,醧,侯,ɒ
8926,䙔,侯,ɒ
8932,䰰,侯,ɒ
8933,樓,侯,ɒ
8934,婁,侯,ɒ
8935,䣚,侯,ɒ
8938,蔞,侯,ɒ
8942,僂,侯,ɒ
8945,髏,侯,ɒ
8946,膢,侯,ɒ
8948,廔,侯,ɒ
8949,摟,侯,ɒ
8952,螻,侯,ɒ
8953,簍,侯,ɒ
8957,䱾,侯,ɒ
8958,褸,侯,ɒ
8959,遱,侯,ɒ
8960,謱,侯,ɒ
8961,涑,侯,ɒ
8970,摳,侯,ɒ
8981,陬,侯,ɒ
8982,棷,侯,ɒ
8983,掫,侯,ɒ
8984,諏,侯,ɒ
8988,媮,侯,ɒ
8989,頭,侯,ɒ
8991,投,侯,ɒ
8994,𣪌,侯,ɒ
9000,窬,侯,ɒ
9004,齵,侯,ɒ
9005,鉤,侯,ɒ
9006,𠛎,侯,ɒ
9007,溝,侯,ɒ
9009,韝,侯,ɒ
9011,篝,侯,ɒ
9013,𪓟,侯,ɒ
9018,枸,侯,ɒ
9019,句,侯,ɒ
9020,軥,侯,ɒ
9022,鴝,侯,ɒ
9023,兜,侯,ɒ
9025,吺,侯,ɒ
9026,篼,侯,ɒ
9034,鯫,侯,ɒ
9036,䯽,之,ɔɪ
9039,掊,之,ɔɪ
9040,䏽,之,ɔɪ
9043,箁,之,ɔɪ
9045,呣,之,ɔɪ
9047,幽,幽,ɔ
9048,泑,幽,ɔ
9049,呦,幽,ɔ
9050,𣢜,幽,ɔ
9051,𧍘,幽,ɔ
9052,怮,幽,ɔ
9053,𢆶,幽,ɔ
9054,虯,幽,ɔ
9055,觩,幽,ɔ
9056,璆,幽,ɔ
9057,觓,幽,ɔ
9058,鷚,幽,ɔ
9059,蟉,幽,ɔ
9061,彪,幽,ɔ
9062,髟,幽,ɔ
9063,驫,幽,ɔ
9067,樛,幽,ɔ
9068,𠃚,幽,ɔ
9070,朻,幽,ɔ
9071,㽱,幽,ɔ
9072,虯,幽,ɔ
9073,淲,幽,ɔ
9081,繆,幽,ɔ
9082,鷚,幽,ɔ
9084,侵,侵,ɔm
9086,駸,侵,ɔm
9090,綅,侵,ɔm
9091,尋,侵,ɔm
9093,鐔,侵,ɔm
9094,潯,侵,ɔm
9095,鱏,侵,ɔm
9097,鄩,侵,ɔm
9101,襑,侵,ɔm
9104,灊,侵,ɔm
9105,鬵,侵,ɔm
9107,林,侵,ɔm
9108,琳,侵,ɔm
9109,淋,侵,ɔm
9110,臨,侵,ɔm
9111,痲,侵,ɔm
9113,瀶,侵,ɔm
9114,霖,侵,ɔm
9115,琛,侵,ɔm
9117,䑣,侵,ɔm
9118,𧡬,侵,ɔm
9119,綝,侵,ɔm
9120,郴,侵,ɔm
9122,斟,侵,ɔm
9124,鍼,侵,ɔm
9125,𪈁,侵,ɔm
9126,箴,侵,ɔm
9127,葴,侵,ɔm
9131,沈,侵,ɔm
9135,䒞,侵,ɔm
9136,霃,侵,ɔm
9137,湛,侵,ɔm
9139,鈂,侵,ɔm
9145,諶,侵,ɔm
9147,訦,侵,ɔm
9148,忱,侵,ɔm
9149,煁,侵,ɔm
9152,任,侵,ɔm
9155,壬,侵,ɔm
9156,紝,侵,ɔm
9159,深,侵,ɔm
9160,𦸂,侵,ɔm
9161,淫,侵,ɔm
9163,婬,侵,ɔm
9165,蟫,侵,ɔm
9167,䒞,侵,ɔm
9168,冘,侵,ɔm
9170,䤁,侵,ɔm
9172,𨟏,侵,ɔm
9173,㸒,侵,ɔm
9174,鐔,侵,ɔm
9175,鱏,侵,ɔm
9176,心,侵,ɔm
9180,愔,侵,ɔm
9182,祲,侵,ɔm
9184,兓,侵,ɔm
9185,埐,侵,ɔm
9188,綅,侵,ɔm
9190,𩻛,侵,ɔm
9193,鬵,侵,ɔm
9196,埐,侵,ɔm
9199,灊,侵,ɔm
9200,䤁,侵,ɔm
9204,琴,侵,ɔm
9206,捦,侵,ɔm
9208,黔,侵,ɔm
9209,禽,侵,ɔm
9213,㕋,侵,ɔm
9219,雂,侵,ɔm
9224,耹,侵,ɔm
9225,靲,侵,ɔm
9226,欽,侵,ɔm
9227,菳,侵,ɔm
9228,衾,侵,ɔm
9230,顉,侵,ɔm
9231,吟,侵,ɔm
9234,唫,侵,ɔm
9235,崟,侵,ɔm
9237,碞,侵,ɔm
9238,𩂢,侵,ɔm
9239,乑,侵,ɔm
9240,𠪚,侵,ɔm
9241,歆,侵,ɔm
9242,廞,侵,ɔm
9245,金,侵,ɔm
9246,今,侵,ɔm
9250,䘳,侵,ɔm
9251,禁,侵,ɔm
9253,𪑙,侵,ɔm
9255,音,侵,ɔm
9256,陰,侵,ɔm
9258,瘖,侵,ɔm
9259,𩃬,侵,ɔm
9261,喑,侵,ɔm
9263,森,侵,ɔm
9264,參,侵,ɔm
9267,薓,侵,ɔm
9268,槮,侵,ɔm
9272,棽,侵,ɔm
9273,岑,侵,ɔm
9274,涔,侵,ɔm
9275,㞥,侵,ɔm
9279,𩻛,侵,ɔm
9282,兂,侵,ɔm
9284,㻸,侵,ɔm
9287,參,侵,ɔm
9291,槮,侵,ɔm
9292,𧡪,侵,ɔm
9293,覃,侵,ɔm
9294,𨝸,侵,ɔm
9295,潭,侵,ɔm
9298,橝,侵,ɔm
9302,燂,侵,ɔm
9304,鐔,侵,ɔm
9305,眈,侵,ɔm
9310,蕁,侵,ɔm
9311,䊤,侵,ɔm
9313,𧡪,侵,ɔm
9314,瞫,侵,ɔm
9315,參,侵,ɔm
9316,驂,侵,ɔm
9318,傪,侵,ɔm
9319,㜗,侵,ɔm
9320,南,侵,ɔm
9321,男,侵,ɔm
9322,柟,談,ʌm
9324,抩,談,ʌm
9325,䶲,談,ʌm
9327,諳,侵,ɔm
9328,䳺,侵,ɔm
9329,媕,談,ʌm
9336,韽,侵,ɔm
9337,盦,侵,ɔm
9338,喑,侵,ɔm
9339,含,侵,ɔm
9340,涵,談,ʌm
9345,函,談,ʌm
9346,顄,談,ʌm
9349,頷,侵,ɔm
9352,𤭙,侵,ɔm
9354,䶃,侵,ɔm
9357,䨡,談,ʌm
9359,𢎘,談,ʌm
9361,婪,侵,ɔm
9362,惏,侵,ɔm
9365,葻,侵,ɔm
9367,蠶,侵,ɔm
9372,簪,侵,ɔm
9378,鐕,侵,ɔm
9379,探,侵,ɔm
9380,撢,侵,ɔm
9381,貪,侵,ɔm
9383,耽,侵,ɔm
9384,湛,侵,ɔm
9385,眈,侵,ɔm
9386,酖,侵,ɔm
9389,媅,侵,ɔm
9390,𧡪,侵,ɔm
9392,龕,侵,ɔm
9393,𢦟,侵,ɔm
9395,堪,侵,ɔm
9396,戡,侵,ɔm
9412,犙,侵,ɔm
9413,弇,談,ʌm
9414,䶃,侵,ɔm
9415,淦,侵,ɔm
9421,談,談,ʌm
9422,郯,談,ʌm
9423,惔,談,ʌm
9424,錟,談,ʌm
9425,淡,談,ʌm
9427,澹,談,ʌm
9428,倓,談,ʌm
9429,餤,談,ʌm
9430,𥰨,談,ʌm
9431,㶣,談,ʌm
9432,甘,談,ʌm
9435,苷,談,ʌm
9436,泔,談,ʌm
9437,𤯎,談,ʌm
9440,儋,談,ʌm
9441,聸,談,ʌm
9444,三,侵,ɔm
9449,藍,談,ʌm
9450,襤,談,ʌm
9451,䰐,談,ʌm
9453,籃,談,ʌm
9456,懢,談,ʌm
9462,聃,談,ʌm
9470,慙,談,ʌm
9472,鏨,談,ʌm
9474,㨻,談,ʌm
9475,酣,談,ʌm
9479,𤯎,談,ʌm
9482,𣵷,談,ʌm
9490,鹽,談,ʌm
9493,閻,談,ʌm
9495,阽,談,ʌm
9496,檐,談,ʌm
9500,㶄,談,ʌm
9502,䦲,談,ʌm
9505,廉,談,ʌm
9507,鎌,談,ʌm
9508,𩄡,談,ʌm
9509,㡘,談,ʌm
9510,簾,談,ʌm
9512,薟,談,ʌm
9515,籢,談,ʌm
9516,𥖝,談,ʌm
9517,獫,談,ʌm
9518,蠊,談,ʌm
9523,鬑,談,ʌm
9524,覝,談,ʌm
9529,枮,談,ʌm
9530,綅,談,ʌm
9532,韱,談,ʌm
9533,襳,談,ʌm
9534,纖,談,ʌm
9535,憸,談,ʌm
9536,孅,談,ʌm
9540,籤,談,ʌm
9543,鹼,談,ʌm
9544,槧,談,ʌm
9545,憸,談,ʌm
9546,僉,談,ʌm
9549,譣,談,ʌm
9550,詹,談,ʌm
9551,瞻,談,ʌm
9552,占,談,ʌm
9555,厃,談,ʌm
9559,苫,談,ʌm
9560,痁,談,ʌm
9561,𡝫,談,ʌm
9565,襜,談,ʌm
9574,髯,談,ʌm
9575,蚺,談,ʌm
9577,柟,談,ʌm
9578,𧦦,談,ʌm
9579,蛅,談,ʌm
9582,䶲,談,ʌm
9583,㾆,談,ʌm
9585,黏,談,ʌm
9588,炎,談,ʌm
9589,霑,談,ʌm
9590,沾,談,ʌm
9591,𪏉,談,ʌm
9592,覘,談,ʌm
9593,𡝫,談,ʌm
9594,淹,談,ʌm
9598,䣍,談,ʌm
9599,閹,談,ʌm
9602,𪙊,談,ʌm
9604,殲,談,ʌm
9605,瀸,談,ʌm
9611,㦰,談,ʌm
9612,𩅼,談,ʌm
9613,鑯,談,ʌm
9615,𩃔,談,ʌm
9616,潛,侵,ɔm
9618,鬵,侵,ɔm
9619,𥮒,談,ʌm
9625,箝,談,ʌm
9626,鉗,談,ʌm
9629,黚,談,ʌm
9630,拑,談,ʌm
9631,黔,侵,ɔm
9634,雂,談,ʌm
9636,鈐,談,ʌm
9637,懕,談,ʌm
9638,猒,談,ʌm
9640,嬮,談,ʌm
9644,燅,談,ʌm
9654,㶣,談,ʌm
9655,𪏂,談,ʌm
9659,沾,談,ʌm
9660,黇,談,ʌm
9668,𦕒,談,ʌm
9670,甜,談,ʌm
9671,恬,談,ʌm
9675,鬑,談,ʌm
9676,薕,談,ʌm
9677,熑,談,ʌm
9678,溓,談,ʌm
9681,稴,談,ʌm
9682,謙,談,ʌm
9683,䌠,侵,ɔm
9684,兼,談,ʌm
9685,縑,談,ʌm
9688,蒹,談,ʌm
9690,鰜,談,ʌm
9691,嫌,談,ʌm
9692,稴,談,ʌm
9694,䬯,談,ʌm
9695,拈,談,ʌm
9700,欦,侵,ɔm
9701,䌠,侵,ɔm
9702,妗,侵,ɔm
9703,咸,侵,ɔm
9704,鹹,侵,ɔm
9708,諴,侵,ɔm
9709,鰜,談,ʌm
9710,稴,談,ʌm
9711,椷,侵,ɔm
9714,緘,侵,ɔm
9717,玪,侵,ɔm
9718,尲,談,ʌm
9719,黬,侵,ɔm
9720,𪒹,侵,ɔm
9722,攕,談,ʌm
9723,摻,侵,ɔm
9726,櫼,談,ʌm
9727,𩃔,談,ʌm
9733,𤟟,侵,ɔm
9734,淊,談,ʌm
9735,黯,侵,ɔm
9736,喦,侵,ɔm
9737,䫡,談,ʌm
9741,麙,侵,ɔm
9742,𪙊,談,ʌm
9743,碞,侵,ɔm
9748,妗,侵,ɔm
9757,讒,談,ʌm
9759,鏨,談,ʌm
9761,毚,談,ʌm
9768,儳,談,ʌm
9769,酁,談,ʌm
9773,厱,談,ʌm
9777,銜,談,ʌm
9781,劖,談,ʌm
9783,鑱,談,ʌm
9785,毚,談,ʌm
9786,嚵,談,ʌm
9787,讒,談,ʌm
9788,巖,談,ʌm
9789,礹,談,ʌm
9790,𡆑,談,ʌm
9793,纔,談,ʌm
9796,彡,侵,ɔm
9797,芟,談,ʌm
9800,監,談,ʌm
9802,𥌈,談,ʌm
9807,嚴,談,ʌm
9808,䉷,談,ʌm
9817,厱,談,ʌm
9818,凡,談,ʌm
9823,颿,談,ʌm
9825,䒦,談,ʌm
9827,董,東,ɒŋ
9828,蝀,東,ɒŋ
9834,蠓,東,ɒŋ
9836,鸏,東,ɒŋ
9837,濛,東,ɒŋ
9839,曚,東,ɒŋ
9841,孔,東,ɒŋ
9846,侗,東,ɒŋ
9847,桶,東,ɒŋ
9850,緫,東,ɒŋ
9857,鬷,東,ɒŋ
9862,𢉛,東,ɒŋ
9865,澒,東,ɒŋ
9866,鴻,東,ɒŋ
9871,滃,東,ɒŋ
9877,塕,東,ɒŋ
9880,琫,東,ɒŋ
9881,菶,東,ɒŋ
9882,𦂌,東,ɒŋ
9883,俸,東,ɒŋ
9885,襱,東,ɒŋ
9888,籠,東,ɒŋ
9895,動,東,ɒŋ
9898,姛,東,ɒŋ
9899,眮,東,ɒŋ
9905,唪,東,ɒŋ
9907,腫,東,ɒŋ
9908,種,東,ɒŋ
9909,踵,東,ɒŋ
9910,歱,東,ɒŋ
9911,㣫,東,ɒŋ
9913,寵,東,ɒŋ
9916,隴,東,ɒŋ
9917,壠,東,ɒŋ
9918,㙙,東,ɒŋ
9919,擁,東,ɒŋ
9922,宂,東,ɒŋ
9928,軵,東,ɒŋ
9930,𪕏,東,ɒŋ
9933,搑,東,ɒŋ
9934,重,東,ɒŋ
9935,𢝆,東,ɒŋ
9936,襱,東,ɒŋ
9938,冢,東,ɒŋ
9940,奉,東,ɒŋ
9941,唪,東,ɒŋ
9942,捧,東,ɒŋ
9943,勇,東,ɒŋ
9945,涌,東,ɒŋ
9946,甬,東,ɒŋ
9947,踊,東,ɒŋ
9953,溶,東,ɒŋ
9954,蛹,東,ɒŋ
9955,傛,東,ɒŋ
9956,俑,東,ɒŋ
9958,恐,東,ɒŋ
9962,𤺄,東,ɒŋ
9964,拱,東,ɒŋ
9965,拲,東,ɒŋ
9966,䂬,東,ɒŋ
